time_stamp,humidity,temperature,pressure,pm2.5_alt,pm1.0_atm,pm10.0_atm,local_datetime,Date
2023-08-07T20:00:00Z,59.833,86.5,1008.99,13,13.685,22.243,2023-08-07T16:00:00Z,2023-08-07
2023-08-07T07:00:00Z,59.133,83.367,1014.1,23.6,21.8685,39.91,2023-08-07T03:00:00Z,2023-08-07
2023-08-07T05:00:00Z,57.3,83.133,1014.565,25.2,22.7885,42.8235,2023-08-07T01:00:00Z,2023-08-07
2023-08-07T04:00:00Z,58.133,83.1,1015.04,24.4,22.3725,41.373,2023-08-07T00:00:00Z,2023-08-07
2023-08-07T17:00:00Z,43.733,92.034,1010.816,14.2,15.1305,23.4115,2023-08-07T13:00:00Z,2023-08-07
2023-08-07T03:00:00Z,59.833,82.367,1015.151,22.1,21.116,37.8205,2023-08-06T23:00:00Z,2023-08-06
2023-08-07T22:00:00Z,61.2,85.267,1008.189,10.7,11.193,18.4985,2023-08-07T18:00:00Z,2023-08-07
2023-08-07T18:00:00Z,49.834,89.6,1010.377,14.4,15.007,24.2815,2023-08-07T14:00:00Z,2023-08-07
2023-08-07T23:00:00Z,67.367,82.633,1008.108,10.1,10.561,17.9585,2023-08-07T19:00:00Z,2023-08-07
2023-08-07T09:00:00Z,70.1,75.7,1013.993,20.8,19.8495,35.994,2023-08-07T05:00:00Z,2023-08-07
2023-08-07T00:00:00Z,50.566,83.7,1014.968,18.6,18.946,31.8475,2023-08-06T20:00:00Z,2023-08-06
2023-08-07T06:00:00Z,57.267,83.567,1014.156,24.7,22.5605,41.819,2023-08-07T02:00:00Z,2023-08-07
2023-08-07T02:00:00Z,60.233,81.867,1015.282,20.1,19.8965,34.6195,2023-08-06T22:00:00Z,2023-08-06
2023-08-04T08:00:00Z,58.133,77.466,1015.327,16.8,15.905,28.928,2023-08-04T04:00:00Z,2023-08-04
